Track Name,,Line name,1150119CHLZLUP,Report Name,Wear_left,Operator,
Starting Km,92.200,Ending Km,,Track Direction, increase
Wavelength, , Measurement Date, 2026.01.20, Measurement Time, 01:51:33

check,mile(Km),W1/L,W2/L,W3/L,W4/L,ID
90,92.222500,3.8,0.0,1.5,0.6,
91,92.222750,3.8,0.0,1.6,0.7,
92,92.223000,3.5,0.0,1.2,0.0,
93,92.223250,3.9,0.0,1.5,0.6,
94,92.223500,3.9,0.0,1.8,0.7,
95,92.223750,3.8,0.0,1.6,0.6,
96,92.224000,3.8,0.0,1.6,0.9,
97,92.224250,3.8,0.6,1.9,1.1,
98,92.224500,3.8,0.3,1.6,0.8,
99,92.224750,3.8,0.0,1.5,0.8,
100,92.225000,3.8,0.0,1.5,0.6,
101,92.225250,3.8,0.0,1.6,0.5,
102,92.225500,4.1,1.0,2.3,1.3,
103,92.225750,4.0,0.4,1.8,0.8,
104,92.226000,4.0,1.3,2.6,1.9,
105,92.226250,4.0,0.5,1.9,1.0,
106,92.226500,3.8,0.0,1.6,0.7,
107,92.226750,3.8,0.4,1.6,0.9,
108,92.227000,3.7,0.2,1.8,1.0,
109,92.227250,3.7,0.0,1.5,0.8,
110,92.227500,3.7,0.0,1.4,0.7,
111,92.227750,3.8,0.1,1.7,0.9,
112,92.228000,3.9,0.0,1.6,0.8,
113,92.228250,3.5,0.0,1.1,0.4,
114,92.228500,3.5,0.0,1.0,0.5,
115,92.228750,3.6,0.0,1.1,0.4,
116,92.229000,3.7,0.0,1.3,0.5,
117,92.229250,4.0,0.0,1.6,0.9,
118,92.229500,3.8,0.0,1.4,0.5,
119,92.229750,3.7,0.0,1.2,0.4,
120,92.230000,3.8,0.0,1.5,0.5,
121,92.230250,3.8,0.0,1.3,0.6,
122,92.230500,3.7,0.0,1.1,0.3,
123,92.230750,4.0,0.0,1.7,0.7,
124,92.231000,3.9,0.0,1.6,0.7,
125,92.231250,3.8,0.0,1.6,0.7,
126,92.231500,3.8,0.0,1.4,0.6,
127,92.231750,4.0,0.0,1.6,0.7,
128,92.232000,3.7,0.0,1.3,0.3,
129,92.232250,3.5,0.0,1.2,0.4,
130,92.232500,3.5,0.0,1.4,3.9,
131,92.232750,3.6,0.0,1.4,0.6,
132,92.233000,3.8,0.0,1.7,0.8,
133,92.233250,3.6,0.0,1.4,0.5,
134,92.233500,3.6,0.0,1.4,0.5,
135,92.233750,3.8,0.0,1.7,0.7,
136,92.234000,3.7,0.0,1.6,0.6,
137,92.234250,3.5,0.0,1.3,0.3,
138,92.234500,3.4,0.0,1.3,0.4,
139,92.234750,3.6,0.0,1.4,0.1,
140,92.235000,4.0,0.0,1.8,0.0,
141,92.235250,3.8,0.0,1.8,0.6,
142,92.235500,3.7,0.0,1.6,0.4,
143,92.235750,3.7,0.0,1.4,0.6,
144,92.236000,3.9,0.0,1.6,0.8,
145,92.236250,3.9,0.0,1.6,0.7,
146,92.236500,3.4,0.0,1.2,0.6,
147,92.236750,3.8,0.0,1.5,0.7,
148,92.237000,3.6,0.0,1.2,0.5,
149,92.237250,3.8,0.0,1.5,0.6,
150,92.237500,4.0,0.0,1.6,0.6,
151,92.237750,3.7,0.0,1.3,0.4,
152,92.238000,3.8,0.0,0.8,0.5,
153,92.238250,4.0,0.0,0.7,0.5,
154,92.238500,3.9,0.0,1.4,5.0,
155,92.238750,3.5,0.0,0.9,0.1,
156,92.239000,3.7,0.0,0.9,0.4,
157,92.239250,4.2,0.2,1.6,1.0,
158,92.239500,4.0,0.0,1.4,0.4,
159,92.239750,4.1,0.0,1.9,0.7,
160,92.240000,4.3,0.0,2.0,0.7,
161,92.240250,4.2,0.0,2.0,0.6,
162,92.240500,4.0,0.0,1.4,0.5,
163,92.240750,3.9,0.0,1.7,0.5,
164,92.241000,3.6,0.2,1.0,1.0,
165,92.241250,4.1,0.0,1.7,0.8,
166,92.241500,4.2,0.0,2.0,0.8,
167,92.241750,3.9,0.0,1.4,0.3,
168,92.242000,4.0,0.0,1.6,0.3,
169,92.242250,4.3,0.0,1.8,0.6,
170,92.242500,4.3,0.0,1.7,0.7,
171,92.242750,4.3,0.0,1.8,0.6,
172,92.243000,4.0,0.0,1.8,0.6,
173,92.243250,3.8,0.0,1.4,0.4,
174,92.243500,3.8,0.0,1.2,0.5,
175,92.243750,3.9,0.0,1.2,0.5,
176,92.244000,3.6,0.0,1.2,0.4,
177,92.244250,3.8,0.0,1.5,0.6,
178,92.244500,3.9,0.0,1.6,0.8,
179,92.244750,3.9,0.1,2.0,0.9,
180,92.245000,3.7,0.0,1.7,0.5,
181,92.245250,3.7,0.0,1.8,0.7,
182,92.245500,3.5,0.0,1.6,0.5,
183,92.245750,3.3,0.0,1.5,0.5,
184,92.246000,3.4,0.0,1.2,0.3,
185,92.246250,3.2,0.0,0.8,0.3,
186,92.246500,3.4,0.0,0.9,0.2,
187,92.246750,3.5,0.0,1.0,0.3,
188,92.247000,3.5,0.0,0.9,0.2,
189,92.247250,3.9,0.0,1.2,0.5,
190,92.247500,4.1,0.0,1.7,0.6,
191,92.247750,4.0,0.0,1.6,0.5,
192,92.248000,3.8,0.0,1.2,0.3,
193,92.248250,4.4,0.0,1.7,0.7,
194,92.248500,4.2,0.0,1.6,0.5,
195,92.248750,4.2,0.0,1.5,0.6,
196,92.249000,4.3,0.0,1.7,0.7,
197,92.249250,4.4,0.0,1.8,0.9,
198,92.249500,4.4,0.0,1.6,0.6,
199,92.249750,4.4,0.0,1.7,0.5,
200,92.250000,4.1,0.0,1.5,0.3,
201,92.250250,4.2,0.0,1.7,0.6,
202,92.250500,4.2,0.0,1.8,0.8,
203,92.250750,3.8,0.0,1.2,0.0,
204,92.251000,4.2,0.0,1.6,0.4,
205,92.251250,4.4,0.0,1.9,0.7,
206,92.251500,4.1,0.0,1.5,0.4,
207,92.251750,4.1,0.0,1.5,0.4,
208,92.252000,4.3,0.0,1.7,0.5,
209,92.252250,4.6,0.0,1.9,0.7,
210,92.252500,4.7,0.0,2.1,0.6,
211,92.252750,4.7,0.0,2.0,0.2,
212,92.253000,4.7,0.0,2.2,4.5,
213,92.253250,4.2,0.0,2.1,0.7,
214,92.253500,4.1,0.0,1.7,0.1,
215,92.253750,4.0,0.0,1.6,0.3,
216,92.254000,4.2,0.0,1.8,0.6,
217,92.254250,4.0,0.0,1.4,0.4,
218,92.254500,4.3,0.1,1.7,0.7,
219,92.254750,4.4,0.0,1.9,0.8,
220,92.255000,4.4,0.0,2.0,0.5,
221,92.255250,4.2,0.0,1.9,0.3,
222,92.255500,4.1,0.0,1.9,0.5,
223,92.255750,4.1,0.0,1.9,0.5,
224,92.256000,4.1,0.0,1.8,0.5,
225,92.256250,4.0,0.0,1.6,0.4,
226,92.256500,4.0,0.0,1.6,0.5,
227,92.256750,3.9,0.0,2.0,0.6,
228,92.257000,4.1,0.0,2.0,0.4,
229,92.257250,4.1,0.1,2.4,0.6,
230,92.257500,3.6,0.0,1.6,0.0,
231,92.257750,3.8,0.0,1.8,0.4,
232,92.258000,3.6,0.0,1.2,0.2,
233,92.258250,3.8,0.0,1.3,0.3,
234,92.258500,4.0,0.0,1.8,0.4,
235,92.258750,4.2,0.0,2.0,0.5,
236,92.259000,4.1,0.0,2.1,0.5,
237,92.259250,4.4,0.2,2.4,0.8,
238,92.259500,3.9,0.0,1.9,1.5,
239,92.259750,4.1,0.0,1.9,2.7,
240,92.260000,4.4,0.3,2.2,1.0,
241,92.260250,4.1,0.0,1.7,0.6,
242,92.260500,4.1,0.0,1.6,0.5,
243,92.260750,4.4,0.0,2.1,0.6,
244,92.261000,4.4,0.1,2.3,0.9,
245,92.261250,5.1,0.1,3.3,0.7,
246,92.261500,4.5,0.0,2.5,3.6,
247,92.261750,4.4,0.2,2.7,0.7,
248,92.262000,4.4,0.0,2.8,0.6,
249,92.262250,4.2,0.0,2.4,3.9,
250,92.262500,4.4,0.0,2.5,0.7,
251,92.262750,4.2,0.0,2.3,0.6,
252,92.263000,4.4,0.0,2.7,0.6,
253,92.263250,4.2,0.0,2.7,0.4,
254,92.263500,4.2,0.0,2.9,0.3,
255,92.263750,4.1,0.0,2.8,0.4,
256,92.264000,4.2,0.0,3.1,6.7,
257,92.264250,4.2,0.0,2.9,0.2,
258,92.264500,4.3,0.0,3.1,0.5,
259,92.264750,4.5,0.0,3.4,0.5,
260,92.265000,4.3,0.0,3.0,4.1,
261,92.265250,4.5,0.0,3.5,0.1,
262,92.265500,4.6,0.0,3.8,0.5,
263,92.265750,4.7,0.0,4.0,2.9,
264,92.266000,4.7,0.0,4.0,0.5,
265,92.266250,4.9,0.0,4.0,0.3,
266,92.266500,5.0,0.0,4.2,1.6,
267,92.266750,5.1,0.0,4.5,0.6,
268,92.267000,5.1,0.0,4.6,-0.3,
269,92.267250,5.1,0.0,4.7,2.0,
270,92.267500,5.2,0.0,4.9,0.5,
271,92.267750,5.2,0.0,4.9,2.6,
272,92.268000,5.2,0.0,4.7,7.0,
273,92.268250,5.2,0.1,5.0,0.6,
274,92.268500,5.5,0.3,5.5,0.3,
275,92.268750,5.5,0.5,5.4,0.4,
276,92.269000,5.6,0.9,5.8,0.8,
277,92.269250,5.4,0.3,5.4,0.4,
278,92.269500,5.1,0.0,4.9,0.1,
279,92.269750,5.2,0.0,5.0,0.2,
280,92.270000,5.5,0.1,5.5,0.2,
281,92.270250,5.6,0.0,5.4,-0.1,
282,92.270500,6.1,0.1,6.0,-0.1,
283,92.270750,6.9,0.2,6.9,0.7,
284,92.271000,6.5,0.3,6.3,0.3,
285,92.271250,6.3,0.2,6.1,0.4,
286,92.271500,6.2,0.0,5.9,0.5,
287,92.271750,6.0,0.0,5.7,0.3,
288,92.272000,6.3,0.0,6.1,0.3,
289,92.272250,6.3,0.0,6.1,0.5,
290,92.272500,6.2,0.0,5.8,0.3,
291,92.272750,6.4,0.0,6.1,1.2,
292,92.273000,6.4,0.0,6.1,0.3,
293,92.273250,6.4,0.0,5.9,0.1,
294,92.273500,6.9,0.1,6.4,0.7,
295,92.273750,7.0,0.0,6.3,0.5,
296,92.274000,7.0,0.0,6.3,0.4,
297,92.274250,7.1,0.3,6.6,0.4,
298,92.274500,7.2,0.2,6.7,0.3,
299,92.274750,7.0,0.0,6.6,-0.2,
300,92.275000,7.0,0.1,6.6,0.5,
301,92.275250,6.9,0.0,6.4,0.5,
302,92.275500,6.7,0.0,6.2,1.4,
303,92.275750,6.7,0.0,6.2,0.5,
304,92.276000,7.0,0.0,6.3,0.4,
305,92.276250,7.1,0.3,6.5,1.7,
306,92.276500,7.0,0.2,6.4,0.7,
307,92.276750,7.1,0.3,6.6,0.8,
308,92.277000,6.8,0.0,6.3,0.4,
309,92.277250,6.9,0.1,6.3,0.6,
310,92.277500,7.0,0.3,6.4,0.7,
311,92.277750,7.0,0.2,6.4,0.7,
312,92.278000,6.9,0.0,6.2,1.2,
313,92.278250,7.1,0.2,6.5,0.7,
314,92.278500,7.0,0.2,6.5,0.4,
315,92.278750,7.0,0.5,6.5,0.9,
316,92.279000,6.9,0.0,6.5,0.5,
317,92.279250,6.9,0.0,6.5,0.5,
318,92.279500,6.7,0.0,6.2,0.5,
319,92.279750,6.7,0.0,6.1,0.5,
320,92.280000,6.9,0.3,6.2,0.7,
321,92.280250,7.1,0.3,6.5,0.8,
322,92.280500,7.0,0.0,6.3,0.5,
323,92.280750,7.1,0.0,6.5,0.4,
324,92.281000,7.1,0.1,6.5,0.1,
325,92.281250,7.2,0.1,6.5,0.6,
326,92.281500,7.2,0.0,6.4,0.4,
327,92.281750,7.1,0.2,6.4,0.9,
328,92.282000,7.2,0.0,6.5,1.6,
329,92.282250,7.2,0.1,6.6,0.6,
330,92.282500,7.3,0.2,6.7,3.6,
331,92.282750,7.2,0.0,6.6,0.5,
332,92.283000,7.2,0.0,6.6,0.5,
333,92.283250,7.2,0.0,6.5,0.5,
334,92.283500,7.1,0.0,6.4,0.4,
335,92.283750,7.1,0.0,6.3,0.3,
336,92.284000,7.2,0.3,6.5,1.0,
337,92.284250,7.1,0.0,6.5,1.4,
338,92.284500,7.1,0.1,6.5,-1.0,
339,92.284750,7.1,0.3,6.5,0.8,
340,92.285000,6.9,0.0,6.1,-0.8,
341,92.285250,7.0,0.0,6.4,0.5,
342,92.285500,7.0,0.0,6.3,0.1,
343,92.285750,7.1,0.0,6.5,0.6,
344,92.286000,7.3,0.1,6.8,0.8,
345,92.286250,7.4,0.4,6.8,1.0,
346,92.286500,7.1,0.0,6.4,0.6,
347,92.286750,7.0,0.0,6.1,0.5,
348,92.287000,7.0,0.6,6.0,1.3,
349,92.287250,6.9,0.3,6.0,0.9,
350,92.287500,7.1,0.4,6.1,0.9,
351,92.287750,7.0,0.4,6.2,0.9,
352,92.288000,7.0,0.0,6.0,0.1,
353,92.288250,7.4,0.0,6.5,0.3,
354,92.288500,8.0,0.0,6.9,-0.1,
355,92.288750,7.6,0.0,6.5,0.1,
356,92.289000,7.4,0.0,6.3,0.3,
357,92.289250,7.5,0.5,6.5,1.2,
358,92.289500,7.1,0.0,5.8,0.6,
359,92.289750,7.0,0.0,5.7,0.1,
360,92.290000,7.0,0.0,5.7,0.3,
361,92.290250,6.8,0.0,5.4,0.2,
362,92.290500,7.1,0.0,5.6,0.3,
363,92.290750,7.4,0.4,6.2,1.2,
364,92.291000,7.2,0.0,6.0,1.0,
365,92.291250,7.1,0.0,5.8,2.9,
366,92.291500,7.3,0.1,6.0,2.7,
367,92.291750,7.1,0.0,6.0,0.2,
368,92.292000,7.3,0.0,6.1,0.1,
369,92.292250,7.7,0.4,6.6,0.8,
370,92.292500,7.3,0.0,6.2,0.5,
371,92.292750,7.2,0.0,6.0,0.2,
372,92.293000,7.1,0.0,6.3,0.5,
373,92.293250,6.9,0.0,6.2,2.8,
374,92.293500,6.9,0.0,6.0,0.2,
375,92.293750,7.1,0.0,6.1,0.4,
376,92.294000,7.0,0.0,6.1,0.2,
377,92.294250,8.1,0.0,7.0,-0.2,
378,92.294500,9.6,0.0,8.4,-0.2,
379,92.294750,9.8,0.0,8.5,-0.8,
380,92.295000,9.8,0.0,8.5,-0.7,
381,92.295250,10.1,0.0,8.9,-0.1,
382,92.295500,10.0,0.0,9.0,-0.6,
383,92.295750,10.3,0.0,9.2,-0.8,
384,92.296000,10.7,0.0,9.8,0.0,
385,92.296250,10.9,0.0,9.8,-0.4,
386,92.296500,11.2,0.0,10.1,-0.4,
387,92.296750,11.7,0.0,10.7,-0.1,
388,92.297000,11.6,0.0,10.7,-0.5,
389,92.297250,12.0,0.0,11.3,-0.3,
390,92.297500,12.5,0.0,11.7,0.4,
391,92.297750,12.5,0.0,11.8,0.1,
392,92.298000,12.4,0.0,11.8,2.4,
393,92.298250,13.1,0.0,12.5,0.2,
394,92.298500,12.6,0.0,12.0,-2.7,
395,92.298750,12.7,0.0,12.3,-0.6,
396,92.299000,13.0,0.0,12.4,-0.1,
397,92.299250,13.2,0.0,12.7,-1.4,
398,92.299500,13.0,0.0,12.4,-1.4,
399,92.299750,13.0,0.0,12.4,0.2,
400,92.300000,12.9,0.0,12.3,-2.0,
401,92.300250,12.9,0.0,12.3,-1.5,
402,92.300500,0.0,0.0,0.2,9.7,
403,92.300750,8.0,0.0,7.4,-4.3,
404,92.301000,7.6,0.0,6.7,-3.8,
405,92.301250,5.3,0.0,4.8,-7.2,
406,92.301500,8.9,0.0,8.0,-2.6,
407,92.301750,10.8,0.0,9.6,-0.6,
408,92.302000,10.5,0.0,9.3,-0.2,
409,92.302250,10.1,0.0,8.8,-0.6,
410,92.302500,9.7,0.0,8.3,-0.6,
411,92.302750,9.9,0.0,8.4,0.2,
412,92.303000,9.2,0.0,7.6,-0.4,
413,92.303250,8.7,0.0,7.0,-0.4,
414,92.303500,8.6,0.0,7.0,-0.1,
415,92.303750,8.4,0.0,6.5,-0.5,
416,92.304000,8.2,0.0,6.3,-0.6,
417,92.304250,8.3,0.0,6.5,0.0,
418,92.304500,8.0,0.0,6.0,-0.7,
419,92.304750,7.9,0.0,5.9,-0.4,
420,92.305000,8.5,0.0,6.7,0.4,
421,92.305250,8.4,0.0,6.4,-0.3,
422,92.305500,8.2,0.0,6.3,-0.7,
423,92.305750,8.8,0.0,6.9,-0.2,
424,92.306000,9.1,0.0,7.2,-0.7,
425,92.306250,9.5,4.7,7.8,-0.3,
426,92.306500,9.6,0.0,7.6,0.6,
427,92.306750,8.5,0.0,6.5,-0.9,
428,92.307000,7.9,0.0,5.7,-0.8,
429,92.307250,7.8,0.0,5.5,-0.5,
430,92.307500,7.7,0.0,5.3,-0.9,
431,92.307750,7.8,0.0,5.5,-0.9,
432,92.308000,8.5,0.0,5.9,0.1,
433,92.308250,8.0,0.0,5.5,-0.9,
434,92.308500,8.2,0.0,5.7,-0.6,
435,92.308750,8.3,0.0,5.8,-0.5,
436,92.309000,8.5,0.0,6.0,-0.7,
437,92.309250,8.6,0.0,6.0,-0.7,
438,92.309500,9.1,0.0,6.3,0.5,
439,92.309750,8.9,0.0,6.1,-0.5,
440,92.310000,8.4,0.0,5.7,-0.9,
441,92.310250,9.1,0.5,6.4,1.0,
442,92.310500,8.8,0.0,6.0,-0.5,
443,92.310750,8.4,0.0,5.7,-0.9,
444,92.311000,9.4,0.5,6.1,1.0,
445,92.311250,8.7,0.0,5.8,-0.6,
446,92.311500,8.5,0.0,5.2,-0.4,
447,92.311750,8.6,0.0,5.4,0.5,
448,92.312000,8.3,0.0,5.0,-0.5,
449,92.312250,8.0,0.0,4.9,-0.8,
450,92.312500,8.8,0.7,5.6,1.1,
451,92.312750,8.1,0.0,5.0,-0.5,
452,92.313000,7.9,0.0,4.7,-0.9,
453,92.313250,8.8,0.5,5.8,1.0,
454,92.313500,8.1,0.0,5.1,-0.8,
455,92.313750,8.0,0.0,4.9,-0.7,
456,92.314000,8.8,0.3,5.7,0.8,
457,92.314250,8.5,0.0,5.4,-0.2,
458,92.314500,8.2,0.0,5.0,-0.6,
459,92.314750,8.5,0.0,5.4,0.5,
460,92.315000,8.2,0.0,5.0,-0.9,
461,92.315250,8.2,0.0,5.2,-0.8,
462,92.315500,8.5,0.0,5.4,0.4,
463,92.315750,8.2,0.0,5.0,-0.7,
464,92.316000,8.1,0.0,5.1,-0.6,
465,92.316250,8.8,0.5,5.7,0.8,
466,92.316500,8.3,0.0,5.1,-0.5,
467,92.316750,7.9,0.0,4.6,-0.6,
468,92.317000,8.3,0.0,5.2,0.1,
469,92.317250,7.8,0.0,4.8,-0.5,
470,92.317500,7.7,0.0,4.8,-0.6,
471,92.317750,8.2,0.1,5.3,0.6,
472,92.318000,7.6,0.0,4.8,-0.6,
473,92.318250,7.5,0.0,4.6,-0.6,
474,92.318500,8.2,0.5,5.4,0.9,
475,92.318750,7.6,0.0,4.8,-0.5,
476,92.319000,7.8,0.0,4.9,-0.5,
477,92.319250,8.3,0.8,5.5,1.2,
478,92.319500,7.9,0.0,5.1,-0.7,
479,92.319750,8.2,0.0,5.4,-0.3,
480,92.320000,8.4,0.0,5.7,0.5,
481,92.320250,8.1,0.0,5.4,-0.5,
482,92.320500,8.3,0.0,5.7,-0.3,
483,92.320750,8.9,0.4,6.1,0.9,
484,92.321000,7.9,0.0,5.2,-0.5,
485,92.321250,8.0,0.0,5.2,-0.4,
486,92.321500,8.1,0.0,5.4,0.4,
487,92.321750,7.9,0.0,5.0,-0.6,
488,92.322000,7.9,0.0,5.2,-0.3,
489,92.322250,8.3,0.4,5.6,0.9,
490,92.322500,8.6,0.4,5.9,0.8,
491,92.322750,7.4,0.0,4.6,-0.5,
492,92.323000,7.7,0.0,5.0,0.4,
493,92.323250,7.3,0.0,4.5,-0.6,
494,92.323500,7.3,0.0,4.9,-0.8,
495,92.323750,8.3,0.0,5.6,0.3,
496,92.324000,8.2,0.0,5.8,-1.0,
497,92.324250,8.7,0.0,6.5,-0.7,
498,92.324500,9.4,0.1,6.9,0.7,
499,92.324750,8.2,0.0,5.6,-0.8,
500,92.325000,7.9,0.0,5.2,-0.5,
501,92.325250,8.0,0.0,5.2,0.5,
502,92.325500,7.4,0.0,4.6,-0.4,
503,92.325750,7.4,0.0,4.4,-0.4,
504,92.326000,7.8,0.2,5.0,0.7,
505,92.326250,7.5,0.0,4.5,-0.6,
506,92.326500,7.8,0.0,5.0,-0.3,
507,92.326750,8.0,0.0,5.0,0.6,
508,92.327000,7.8,0.0,5.0,-0.4,
509,92.327250,7.8,0.0,5.0,-0.4,
510,92.327500,8.3,0.2,5.5,0.8,
511,92.327750,7.7,0.0,4.8,-0.3,
512,92.328000,7.8,0.0,5.0,-0.4,
513,92.328250,8.0,0.0,5.2,0.4,
514,92.328500,7.8,0.0,5.0,-0.3,
515,92.328750,7.8,0.0,5.0,-0.3,
516,92.329000,8.0,0.0,5.2,0.6,
517,92.329250,7.8,0.0,4.9,-0.2,
518,92.329500,7.7,0.0,4.8,-0.3,
519,92.329750,8.0,0.1,5.1,0.6,
520,92.330000,7.8,0.0,5.0,-0.3,
521,92.330250,7.8,0.0,5.0,-0.2,
522,92.330500,8.1,0.1,5.3,0.7,
523,92.330750,7.7,0.0,4.9,-0.3,
524,92.331000,7.6,0.0,4.9,-0.6,
525,92.331250,8.2,0.0,5.4,0.5,
526,92.331500,7.9,0.0,5.0,-0.5,
527,92.331750,7.9,0.0,4.9,-0.5,
528,92.332000,8.4,0.1,5.5,0.7,
529,92.332250,8.0,0.0,5.2,-0.3,
530,92.332500,7.9,0.0,5.1,-0.4,
531,92.332750,8.3,0.1,5.7,0.6,
532,92.333000,8.0,0.0,5.3,-0.4,
533,92.333250,7.9,0.0,5.0,-0.5,
534,92.333500,8.1,0.0,5.3,0.2,
535,92.333750,7.9,0.0,5.2,-0.7,
536,92.334000,7.9,0.0,5.0,-0.4,
537,92.334250,8.6,0.7,5.8,1.2,
538,92.334500,7.7,0.0,4.9,-0.5,
539,92.334750,7.9,0.0,5.0,-0.3,
540,92.335000,7.9,0.0,5.1,0.5,
541,92.335250,7.8,0.0,4.8,-0.3,
542,92.335500,7.9,0.0,4.9,-0.4,
543,92.335750,8.2,0.1,5.5,0.7,
544,92.336000,7.8,0.0,5.1,-0.4,
545,92.336250,7.8,0.0,5.3,-0.4,
546,92.336500,8.7,0.7,6.1,1.2,
547,92.336750,8.0,0.0,5.3,-0.3,
548,92.337000,8.2,0.0,5.6,-0.5,
549,92.337250,9.0,0.8,6.5,1.2,
550,92.337500,8.2,0.0,5.6,-0.6,
551,92.337750,8.0,0.0,5.3,-0.7,
552,92.338000,8.6,0.0,6.0,0.4,
553,92.338250,8.4,0.0,5.7,-0.3,
554,92.338500,8.6,0.0,6.0,-0.0,
555,92.338750,9.1,0.7,6.4,1.2,
556,92.339000,8.1,0.0,5.6,-0.4,
557,92.339250,8.1,0.0,5.7,-0.4,
558,92.339500,8.4,0.0,5.8,0.5,
559,92.339750,7.9,0.0,5.4,-0.6,
560,92.340000,8.0,0.0,5.4,-0.7,
561,92.340250,8.3,0.0,5.7,0.6,
562,92.340500,7.9,0.0,5.4,-0.2,
563,92.340750,7.5,0.0,5.2,-0.5,
564,92.341000,8.3,0.4,6.0,0.9,
565,92.341250,7.8,0.0,5.6,-0.4,
566,92.341500,7.9,0.0,5.7,-0.0,
