Track Name,,Line name,1150119CHLZLUP,Report Name,Wear_right,Operator,
Starting Km,92.200,Ending Km,,Track Direction, increase
Wavelength, , Measurement Date, 2026.01.20, Measurement Time, 01:51:33

check,mile(Km),W1/R,W2/R,W3/R,W4/R,ID
100,92.225000,4.6,0.0,4.1,1.0,
101,92.225250,4.5,0.6,3.5,1.3,
102,92.225500,4.5,0.1,3.5,0.9,
103,92.225750,4.1,0.0,3.3,0.5,
104,92.226000,4.2,0.5,3.3,1.1,
105,92.226250,4.0,0.0,3.1,0.7,
106,92.226500,3.9,0.0,3.1,0.7,
107,92.226750,4.4,0.9,3.4,1.5,
108,92.227000,4.5,0.0,3.6,0.7,
109,92.227250,4.6,0.0,3.4,0.5,
110,92.227500,4.7,0.1,3.6,0.8,
111,92.227750,4.8,0.0,3.6,0.4,
112,92.228000,5.7,0.9,4.7,1.8,
113,92.228250,5.3,0.6,4.2,1.1,
114,92.228500,5.2,0.0,3.9,0.5,
115,92.228750,5.3,0.0,4.1,0.6,
116,92.229000,5.5,0.8,4.4,1.4,
117,92.229250,4.8,0.0,3.8,0.6,
118,92.229500,4.1,0.0,3.3,0.7,
119,92.229750,4.9,1.5,4.3,2.0,
120,92.230000,4.8,0.0,3.7,0.7,
121,92.230250,4.6,0.0,3.6,0.7,
122,92.230500,4.3,0.2,3.4,0.9,
123,92.230750,4.6,0.0,3.7,0.5,
124,92.231000,4.7,0.0,3.7,0.3,
125,92.231250,5.1,0.2,4.2,0.8,
126,92.231500,5.4,0.1,4.6,0.8,
127,92.231750,5.2,0.3,4.4,1.0,
128,92.232000,5.2,1.3,4.4,1.9,
129,92.232250,4.4,0.0,3.6,0.7,
130,92.232500,5.3,0.3,4.2,1.0,
131,92.232750,4.9,0.6,4.1,1.2,
132,92.233000,4.5,0.0,3.4,0.7,
133,92.233250,4.6,0.0,3.4,0.5,
134,92.233500,4.8,0.2,3.8,0.8,
135,92.233750,5.3,0.2,4.2,0.8,
136,92.234000,5.1,0.0,4.1,0.5,
137,92.234250,5.1,0.5,4.1,1.1,
138,92.234500,4.6,0.0,3.3,0.6,
139,92.234750,4.5,0.0,3.4,0.6,
140,92.235000,4.8,0.3,3.9,1.0,
141,92.235250,4.4,0.0,3.4,0.8,
142,92.235500,4.7,0.0,3.6,0.6,
143,92.235750,5.5,0.9,4.2,1.5,
144,92.236000,5.2,0.0,4.1,0.6,
145,92.236250,4.9,0.0,3.9,0.5,
146,92.236500,5.1,0.2,4.1,0.9,
147,92.236750,5.5,0.3,4.5,0.9,
148,92.237000,5.6,0.5,4.6,1.0,
149,92.237250,5.4,0.7,4.2,1.3,
150,92.237500,5.1,0.0,4.1,0.7,
151,92.237750,5.0,0.0,3.8,0.4,
152,92.238000,5.3,0.5,4.0,1.1,
153,92.238250,5.2,0.0,4.0,0.6,
154,92.238500,4.7,0.0,3.6,0.7,
155,92.238750,4.9,0.3,3.8,0.9,
156,92.239000,5.4,0.0,4.3,0.6,
157,92.239250,5.6,0.0,4.2,0.5,
158,92.239500,5.5,1.9,4.7,2.3,
159,92.239750,5.4,0.0,4.5,0.6,
160,92.240000,5.6,0.0,4.5,0.6,
161,92.240250,5.5,0.6,4.3,1.2,
162,92.240500,4.8,0.0,3.6,0.7,
163,92.240750,4.9,0.0,3.5,0.6,
164,92.241000,5.3,0.2,4.1,0.9,
165,92.241250,5.4,0.0,4.0,0.5,
166,92.241500,5.7,0.0,4.7,0.7,
167,92.241750,5.7,0.7,4.7,1.1,
168,92.242000,5.6,0.1,4.6,0.7,
169,92.242250,5.9,0.0,4.8,0.4,
170,92.242500,6.4,0.5,5.3,1.1,
171,92.242750,5.9,0.0,4.6,0.6,
172,92.243000,5.5,0.0,4.4,0.6,
173,92.243250,6.0,1.0,4.9,1.4,
174,92.243500,5.9,0.0,4.6,0.7,
175,92.243750,5.7,0.0,4.5,0.5,
176,92.244000,5.1,0.0,4.1,0.6,
177,92.244250,5.3,0.0,4.3,0.4,
178,92.244500,5.5,0.0,4.4,0.2,
179,92.244750,6.1,0.7,5.1,1.4,
180,92.245000,5.5,0.0,4.3,0.7,
181,92.245250,5.2,0.0,4.2,0.7,
182,92.245500,5.3,0.0,4.3,0.5,
183,92.245750,6.1,0.0,5.1,0.5,
184,92.246000,7.8,0.5,7.2,1.4,
185,92.246250,6.8,0.5,5.9,1.1,
186,92.246500,6.0,0.0,5.4,0.6,
187,92.246750,6.4,0.0,5.6,0.6,
188,92.247000,7.0,1.6,6.1,1.9,
189,92.247250,6.2,0.3,5.2,0.9,
190,92.247500,5.8,0.1,5.0,0.7,
191,92.247750,5.9,0.8,5.0,1.4,
192,92.248000,5.4,0.1,4.3,0.7,
193,92.248250,5.6,0.0,4.5,0.6,
194,92.248500,5.3,0.3,4.3,0.9,
195,92.248750,5.2,0.0,4.3,0.6,
196,92.249000,5.9,0.0,5.0,0.6,
197,92.249250,5.7,0.7,4.7,1.3,
198,92.249500,6.3,0.3,5.2,0.9,
199,92.249750,5.8,0.3,4.8,1.0,
200,92.250000,5.7,0.3,4.5,0.9,
201,92.250250,5.0,0.1,4.0,0.7,
202,92.250500,5.8,0.0,4.6,0.7,
203,92.250750,5.2,0.9,4.4,1.4,
204,92.251000,5.3,0.1,4.4,0.8,
205,92.251250,6.2,0.4,5.1,1.0,
206,92.251500,6.6,1.5,5.8,2.0,
207,92.251750,5.7,0.2,4.8,0.9,
208,92.252000,6.2,0.0,5.2,0.6,
209,92.252250,6.6,0.7,5.7,1.2,
210,92.252500,6.1,0.0,5.2,0.7,
211,92.252750,6.0,0.0,5.2,0.7,
212,92.253000,4.8,0.2,4.1,0.9,
213,92.253250,5.3,0.0,4.6,0.8,
214,92.253500,5.7,0.1,4.9,0.7,
215,92.253750,6.3,0.4,5.5,1.0,
216,92.254000,6.3,0.0,5.6,0.6,
217,92.254250,6.6,0.3,6.0,0.9,
218,92.254500,6.6,0.8,5.8,1.4,
219,92.254750,6.9,0.0,6.1,0.6,
220,92.255000,6.4,0.0,5.6,0.6,
221,92.255250,6.4,0.3,5.7,0.9,
222,92.255500,6.5,0.0,5.6,0.5,
223,92.255750,6.6,0.0,5.6,0.7,
224,92.256000,6.1,0.5,5.4,1.1,
225,92.256250,6.6,0.3,6.0,0.9,
226,92.256500,7.1,0.7,6.5,1.2,
227,92.256750,7.1,1.3,6.3,1.8,
228,92.257000,6.9,0.4,6.1,1.0,
229,92.257250,6.6,0.0,5.9,0.4,
230,92.257500,6.5,0.6,5.7,1.2,
231,92.257750,6.4,0.1,5.8,0.7,
232,92.258000,6.8,0.2,6.0,0.8,
233,92.258250,6.6,1.0,5.9,1.5,
234,92.258500,6.5,0.2,5.6,0.8,
235,92.258750,6.6,0.0,5.7,0.7,
236,92.259000,7.0,0.0,6.3,0.6,
237,92.259250,6.7,0.0,5.9,0.6,
238,92.259500,5.8,0.0,5.0,0.6,
239,92.259750,7.0,2.0,6.4,2.4,
240,92.260000,7.7,0.3,6.6,0.9,
241,92.260250,7.0,0.4,5.9,1.0,
242,92.260500,6.9,1.3,5.8,1.8,
243,92.260750,6.0,0.5,5.1,1.1,
244,92.261000,5.5,0.5,4.4,1.1,
245,92.261250,5.7,0.8,4.6,1.4,
246,92.261500,5.9,0.3,4.6,0.9,
247,92.261750,5.0,0.1,3.8,0.7,
248,92.262000,5.1,0.8,3.8,1.3,
249,92.262250,4.8,0.0,3.2,0.6,
250,92.262500,4.5,0.0,2.9,0.4,
251,92.262750,4.7,0.6,3.1,1.3,
252,92.263000,4.5,0.0,2.8,0.7,
253,92.263250,3.9,0.0,2.2,0.2,
254,92.263500,4.1,0.0,2.7,0.5,
255,92.263750,4.4,0.0,3.3,0.5,
256,92.264000,5.3,0.2,3.9,0.9,
257,92.264250,4.9,0.4,3.9,0.9,
258,92.264500,4.6,0.0,3.7,0.5,
259,92.264750,4.6,0.1,3.6,0.8,
260,92.265000,4.8,0.6,3.9,1.3,
261,92.265250,4.6,0.0,3.5,0.7,
262,92.265500,4.5,0.0,3.2,0.5,
263,92.265750,4.7,0.4,3.4,1.0,
264,92.266000,4.9,0.3,3.6,1.0,
265,92.266250,4.8,0.1,3.7,0.8,
266,92.266500,5.0,0.4,3.5,1.1,
267,92.266750,5.2,0.0,3.6,0.5,
268,92.267000,5.5,0.0,3.7,0.6,
269,92.267250,5.8,0.3,4.0,0.9,
270,92.267500,6.0,0.0,4.0,0.5,
271,92.267750,6.1,0.0,4.4,0.5,
272,92.268000,6.5,0.7,4.8,1.2,
273,92.268250,6.5,0.2,4.6,0.8,
274,92.268500,6.7,0.3,4.8,0.9,
275,92.268750,6.8,0.6,5.0,1.2,
276,92.269000,7.2,0.1,5.0,0.7,
277,92.269250,7.2,0.0,5.2,0.6,
278,92.269500,7.2,0.4,5.3,0.9,
279,92.269750,7.1,0.0,5.2,0.6,
280,92.270000,7.2,0.0,5.3,0.6,
281,92.270250,7.3,0.5,5.5,1.1,
282,92.270500,7.3,0.0,5.3,0.6,
283,92.270750,7.2,0.3,5.4,0.9,
284,92.271000,7.3,1.0,5.6,1.5,
285,92.271250,7.3,0.0,5.3,0.6,
286,92.271500,7.4,0.0,5.4,0.5,
287,92.271750,7.7,0.7,5.7,1.2,
288,92.272000,7.5,0.0,5.6,0.6,
289,92.272250,7.4,0.0,5.5,0.6,
290,92.272500,7.5,0.3,5.7,1.0,
291,92.272750,7.5,0.0,6.0,0.7,
292,92.273000,7.4,0.1,5.6,0.7,
293,92.273250,7.6,1.0,6.0,1.5,
294,92.273500,7.4,0.0,5.5,0.5,
295,92.273750,7.6,0.3,5.8,0.8,
296,92.274000,7.8,0.5,6.0,1.0,
297,92.274250,7.8,0.2,6.1,0.8,
298,92.274500,7.8,0.1,6.1,0.7,
299,92.274750,7.9,0.7,6.3,1.2,
300,92.275000,7.9,0.1,6.3,0.6,
301,92.275250,7.9,0.1,6.3,0.6,
302,92.275500,8.1,1.1,6.6,1.5,
303,92.275750,7.8,0.5,6.2,1.0,
304,92.276000,7.8,0.3,6.2,0.9,
305,92.276250,7.7,0.4,6.1,0.9,
306,92.276500,7.7,0.0,5.8,0.5,
307,92.276750,7.6,0.0,5.9,0.4,
308,92.277000,7.9,0.6,6.1,1.1,
309,92.277250,8.0,0.0,6.4,0.6,
310,92.277500,7.9,0.0,6.3,0.7,
311,92.277750,7.9,0.6,6.2,1.1,
312,92.278000,8.0,0.1,6.4,0.6,
313,92.278250,7.9,0.0,6.1,0.6,
314,92.278500,7.9,0.0,6.1,0.4,
315,92.278750,7.9,0.0,6.0,0.4,
316,92.279000,8.0,0.0,6.2,0.6,
317,92.279250,8.0,0.1,6.2,0.7,
318,92.279500,8.2,0.2,6.3,0.8,
319,92.279750,8.0,0.0,6.3,0.6,
320,92.280000,8.0,0.1,6.3,0.8,
321,92.280250,7.9,0.2,6.2,0.8,
322,92.280500,7.6,0.0,5.8,0.4,
323,92.280750,7.3,0.0,5.8,0.6,
324,92.281000,7.2,0.0,5.7,0.5,
325,92.281250,7.3,0.0,5.8,0.6,
326,92.281500,7.6,0.0,6.2,0.5,
327,92.281750,8.4,0.0,6.9,0.4,
328,92.282000,8.9,0.5,7.6,1.3,
329,92.282250,8.5,0.1,7.1,0.6,
330,92.282500,8.1,0.2,6.6,0.7,
331,92.282750,7.9,0.4,6.5,0.9,
332,92.283000,7.8,0.3,6.2,0.8,
333,92.283250,7.8,0.3,6.2,0.8,
334,92.283500,8.0,0.1,6.4,0.6,
335,92.283750,7.9,0.5,6.3,1.1,
336,92.284000,7.9,0.4,6.3,1.0,
337,92.284250,7.9,0.2,6.4,0.8,
338,92.284500,7.9,0.1,6.4,0.7,
339,92.284750,8.1,0.0,6.6,0.6,
340,92.285000,7.9,0.2,6.3,0.8,
341,92.285250,7.8,0.0,6.2,0.6,
342,92.285500,8.0,0.4,6.5,1.0,
343,92.285750,8.0,0.0,6.5,0.6,
344,92.286000,8.1,0.3,6.6,1.0,
345,92.286250,8.0,0.3,6.5,0.8,
346,92.286500,7.9,0.3,6.3,0.8,
347,92.286750,7.8,0.2,6.3,0.7,
348,92.287000,7.9,0.0,6.3,0.7,
349,92.287250,7.7,0.0,6.1,0.7,
350,92.287500,7.8,0.2,6.2,0.8,
351,92.287750,7.9,0.3,6.4,0.9,
352,92.288000,8.0,0.5,6.6,1.0,
353,92.288250,7.8,0.4,6.4,0.9,
354,92.288500,7.9,0.3,6.3,0.9,
355,92.288750,7.9,0.0,6.4,0.7,
356,92.289000,7.9,0.0,6.5,0.7,
357,92.289250,7.9,0.0,6.5,0.8,
358,92.289500,7.8,0.3,6.3,0.8,
359,92.289750,7.7,0.1,6.3,0.8,
360,92.290000,7.7,0.1,6.3,0.7,
361,92.290250,7.8,0.3,6.3,0.8,
362,92.290500,7.9,0.4,6.4,0.9,
363,92.290750,8.0,0.7,6.6,1.3,
364,92.291000,7.7,0.2,6.2,0.8,
365,92.291250,7.5,0.0,5.9,0.5,
366,92.291500,7.5,0.1,6.1,0.6,
367,92.291750,7.7,0.1,6.4,0.6,
368,92.292000,7.7,0.4,6.3,0.9,
369,92.292250,7.8,0.6,6.4,1.1,
370,92.292500,7.8,0.4,6.4,1.0,
371,92.292750,8.0,0.4,6.4,1.0,
372,92.293000,8.1,0.2,6.6,0.8,
373,92.293250,8.2,0.0,6.8,0.5,
374,92.293500,8.7,0.0,7.3,0.5,
375,92.293750,10.1,0.0,8.9,0.3,
376,92.294000,14.0,0.0,13.6,-0.3,
377,92.294250,14.1,0.0,13.6,-0.2,
378,92.294500,14.3,0.0,13.9,-0.1,
379,92.294750,14.3,0.0,14.0,0.1,
380,92.295000,14.0,0.0,13.5,-0.2,
381,92.295250,14.2,0.0,13.8,-0.2,
382,92.295500,14.3,0.0,13.9,0.1,
383,92.295750,14.6,0.0,14.3,-0.3,
384,92.296000,15.0,0.0,14.6,-0.2,
385,92.296250,15.1,1.4,14.9,5.6,
386,92.296500,15.6,0.0,15.5,4.2,
387,92.296750,15.6,1.1,15.5,4.6,
388,92.297000,15.5,2.5,15.4,6.3,
389,92.297250,15.6,2.2,15.5,6.0,
390,92.297500,15.9,2.1,15.8,5.7,
391,92.297750,15.7,0.0,15.6,-0.3,
392,92.298000,16.3,0.0,16.3,0.0,
393,92.298250,16.5,1.6,16.5,4.5,
394,92.298500,16.3,2.2,16.3,5.6,
395,92.298750,16.3,0.0,16.3,-0.1,
396,92.299000,16.5,0.0,16.5,-0.0,
397,92.299250,16.8,0.0,16.8,-0.2,
398,92.299500,16.6,0.0,16.7,-0.7,
399,92.299750,17.2,0.0,17.4,-0.1,
400,92.300000,17.1,0.3,17.3,0.5,
401,92.300250,16.0,0.0,15.9,0.2,
402,92.300500,15.3,0.3,15.0,0.6,
403,92.300750,14.3,0.0,13.8,0.1,
404,92.301000,14.1,0.0,13.5,0.3,
405,92.301250,14.1,0.0,13.5,inf,
406,92.301500,13.3,0.0,12.6,0.1,
407,92.301750,13.2,0.0,12.4,0.3,
408,92.302000,13.4,0.0,12.6,0.3,
409,92.302250,12.9,0.0,12.1,0.1,
410,92.302500,12.8,0.0,12.1,0.0,
411,92.302750,12.8,0.0,12.1,0.0,
412,92.303000,13.0,0.0,12.4,0.3,
413,92.303250,12.7,0.0,12.1,0.0,
414,92.303500,13.0,0.0,12.3,0.3,
415,92.303750,12.8,0.0,12.1,0.3,
416,92.304000,12.4,0.0,11.8,0.1,
417,92.304250,12.5,0.0,11.9,0.2,
418,92.304500,12.5,0.0,12.0,0.2,
419,92.304750,12.7,0.0,12.1,0.2,
420,92.305000,12.8,0.0,12.3,0.3,
421,92.305250,12.0,0.0,11.5,-0.1,
422,92.305500,12.2,0.0,11.7,-0.1,
423,92.305750,12.4,0.0,12.0,-0.1,
424,92.306000,12.8,0.0,12.3,-0.0,
425,92.306250,12.5,0.0,12.1,-0.1,
426,92.306500,12.9,0.0,12.5,0.2,
427,92.306750,12.6,0.0,12.4,-0.1,
428,92.307000,13.3,0.0,13.1,0.0,
429,92.307250,13.8,0.0,13.8,0.0,
430,92.307500,13.2,0.0,13.1,-0.0,
431,92.307750,14.0,0.0,14.1,-0.1,
432,92.308000,14.5,0.0,14.5,0.2,
433,92.308250,14.8,0.0,15.0,inf,
434,92.308500,14.5,0.0,14.7,inf,
435,92.308750,15.1,0.0,15.4,inf,
436,92.309000,15.3,inf,15.6,inf,
437,92.309250,15.2,0.0,15.7,0.1,
438,92.309500,15.3,1.0,15.7,4.7,
439,92.309750,15.1,0.5,15.5,4.8,
440,92.310000,14.5,0.0,14.8,-0.1,
441,92.310250,14.5,0.0,14.8,-0.1,
442,92.310500,14.7,0.0,15.0,0.0,
443,92.310750,13.3,0.0,13.5,-0.0,
444,92.311000,12.9,0.0,13.0,0.1,
445,92.311250,14.4,inf,14.6,inf,
446,92.311500,12.4,0.0,12.5,0.2,
447,92.311750,14.4,inf,14.6,inf,
448,92.312000,11.6,0.0,11.5,-0.2,
449,92.312250,13.3,inf,13.4,inf,
450,92.312500,12.0,0.0,12.0,0.1,
451,92.312750,13.4,0.0,13.5,0.1,
452,92.313000,11.7,0.0,11.6,-0.2,
453,92.313250,13.4,0.0,13.4,-0.2,
454,92.313500,12.3,0.0,12.2,-0.2,
455,92.313750,12.2,0.0,12.2,-0.1,
456,92.314000,11.4,0.0,11.2,-0.2,
457,92.314250,12.5,0.0,12.4,-0.0,
458,92.314500,12.1,0.0,11.9,0.1,
459,92.314750,11.6,0.0,11.5,0.0,
460,92.315000,12.4,0.0,12.4,-0.2,
461,92.315250,11.6,0.0,11.5,-0.3,
462,92.315500,12.3,0.0,12.2,-0.1,
463,92.315750,12.0,0.0,12.0,-0.4,
464,92.316000,12.6,0.0,12.5,-0.2,
465,92.316250,11.2,0.0,11.1,-0.1,
466,92.316500,12.1,0.0,12.0,-0.1,
467,92.316750,11.4,0.0,11.2,-0.5,
468,92.317000,11.1,0.0,10.9,0.1,
469,92.317250,11.2,0.0,11.1,-0.5,
470,92.317500,12.1,6.2,12.0,inf,
471,92.317750,13.4,0.0,13.5,0.3,
472,92.318000,12.6,0.0,12.7,0.2,
473,92.318250,12.7,0.0,12.8,-0.2,
474,92.318500,13.1,0.0,13.2,0.6,
475,92.318750,11.9,0.0,11.8,-0.2,
476,92.319000,11.1,0.0,10.9,0.1,
477,92.319250,11.8,0.0,11.7,-0.3,
478,92.319500,11.1,0.0,11.0,-0.1,
479,92.319750,11.3,0.0,11.2,0.1,
480,92.320000,11.5,0.0,11.4,0.2,
481,92.320250,12.0,0.0,12.1,0.1,
482,92.320500,12.5,0.0,12.5,0.3,
483,92.320750,11.8,0.0,11.7,0.1,
484,92.321000,11.6,0.0,11.5,-0.0,
485,92.321250,12.5,0.0,12.5,0.0,
486,92.321500,12.7,0.0,12.7,0.0,
487,92.321750,11.5,0.0,11.4,-0.1,
488,92.322000,13.5,0.0,13.6,-0.0,
489,92.322250,12.0,0.0,11.9,0.2,
490,92.322500,13.4,0.0,13.4,0.0,
491,92.322750,11.6,0.0,11.4,-0.0,
492,92.323000,13.0,0.0,13.0,0.2,
493,92.323250,13.4,0.0,13.4,0.3,
494,92.323500,13.1,0.0,13.1,-0.3,
495,92.323750,11.8,0.0,11.6,-0.1,
496,92.324000,13.4,0.0,13.4,0.0,
497,92.324250,12.7,0.0,12.7,-0.2,
498,92.324500,12.6,0.0,12.6,-0.1,
499,92.324750,14.3,0.0,14.5,-0.0,
500,92.325000,12.0,0.0,11.9,-0.0,
501,92.325250,14.5,inf,14.8,inf,
502,92.325500,12.7,0.0,12.7,-0.0,
503,92.325750,12.5,0.0,12.5,-0.1,
504,92.326000,13.5,0.0,13.6,0.3,
505,92.326250,13.7,0.0,13.8,-0.0,
506,92.326500,12.0,0.0,11.9,-0.0,
507,92.326750,11.9,0.0,11.8,-0.1,
508,92.327000,13.8,0.0,14.0,0.2,
509,92.327250,13.5,0.0,13.6,0.1,
510,92.327500,12.6,0.0,12.7,0.0,
511,92.327750,12.3,0.0,12.2,-0.0,
512,92.328000,13.6,0.0,13.6,0.2,
513,92.328250,12.5,0.0,12.5,-0.1,
514,92.328500,12.6,0.0,12.7,-0.0,
515,92.328750,12.5,0.0,12.5,0.0,
516,92.329000,12.8,0.0,12.9,-0.2,
517,92.329250,12.9,0.0,12.9,-0.1,
518,92.329500,13.0,0.0,13.0,inf,
519,92.329750,13.2,0.0,13.3,0.1,
520,92.330000,12.5,0.0,12.5,0.3,
521,92.330250,13.8,0.0,13.9,0.4,
522,92.330500,12.0,0.0,11.9,0.1,
523,92.330750,13.4,0.0,13.5,0.0,
524,92.331000,12.7,0.0,12.7,-0.0,
525,92.331250,12.0,0.0,11.9,0.2,
526,92.331500,12.3,0.0,12.3,-0.1,
527,92.331750,13.8,11.2,13.9,4.4,
528,92.332000,13.0,0.0,12.9,0.3,
529,92.332250,12.0,0.0,11.8,0.0,
530,92.332500,12.9,0.0,12.9,inf,
531,92.332750,12.2,0.0,12.0,0.0,
532,92.333000,11.6,0.0,11.4,-0.1,
533,92.333250,12.2,0.0,12.1,0.2,
534,92.333500,11.8,0.0,11.7,0.2,
535,92.333750,12.2,0.0,12.2,-0.1,
536,92.334000,11.4,0.0,11.4,0.2,
537,92.334250,12.3,0.0,12.3,0.4,
538,92.334500,11.3,0.0,11.3,-0.3,
539,92.334750,12.7,0.0,12.8,0.3,
540,92.335000,12.4,0.0,12.4,0.4,
541,92.335250,12.5,0.0,12.7,-0.1,
542,92.335500,13.8,0.0,14.1,-0.3,
543,92.335750,13.8,0.3,14.3,1.0,
544,92.336000,12.9,1.1,13.2,1.5,
545,92.336250,12.6,1.0,12.8,1.5,
546,92.336500,11.7,0.7,11.8,1.3,
547,92.336750,11.0,0.6,11.0,1.4,
548,92.337000,11.6,0.6,11.7,1.2,
549,92.337250,12.2,0.4,12.5,1.4,
550,92.337500,11.5,0.3,11.7,3.8,
551,92.337750,10.7,1.0,10.8,1.5,
552,92.338000,11.2,0.5,11.4,1.3,
553,92.338250,11.7,0.1,12.0,1.3,
554,92.338500,11.5,0.6,11.7,1.1,
555,92.338750,11.1,1.2,11.2,1.6,
556,92.339000,11.9,0.4,12.2,1.3,
557,92.339250,11.9,0.6,12.2,1.3,
558,92.339500,11.3,0.6,11.5,1.0,
559,92.339750,12.2,0.8,12.5,1.3,
560,92.340000,11.1,0.8,11.4,1.4,
561,92.340250,12.7,0.0,13.1,1.2,
562,92.340500,11.7,1.0,11.9,1.5,
563,92.340750,12.1,0.9,12.4,1.4,
564,92.341000,11.4,0.2,11.5,0.7,
565,92.341250,11.9,0.7,12.1,1.3,
566,92.341500,10.8,0.7,10.9,0.0,
567,92.341750,12.4,0.3,12.5,0.9,
568,92.342000,11.5,0.7,11.7,3.0,
569,92.342250,11.5,0.2,11.5,1.1,
570,92.342500,12.1,1.2,12.2,1.8,
